ticker,company,sector,industry,pe,fwd_pe,eps_qq,sales_qq,insider_trans,inst_trans,short_float,perf_quarter,perf_half,beta,pct_from_52w_high,recom,avg_volume,rel_volume,price,earnings,target_price,market_cap
ARQT,Arcutis Biotherapeutics Inc,Healthcare,Biotechnology,122.55,19.14,188.25,59.32999999999999,-0.8,-1.05,15.12,-3.17,10.78,1.58,-20.11,1.29,1900000.0,10.09,25.38,Aug 05/a,37.0,3190000000.0
ARR,ARMOUR Residential REIT Inc,Real Estate,REIT - Mortgage,3.94,5.0,191.47,8.35,-9.85,8.02,9.98,-12.41,-11.41,1.39,-23.98,2.33,3870000.0,2.55,14.68,Jul 22/a,18.38,2080000000.0
ARRY,Array Technologies Inc,Technology,Solar,,4.57,-70.86,-5.57,0.0,0.36,23.37,-49.25,-41.75,1.8,-66.8,2.22,6490000.0,2.67,4.06,Aug 05/a,8.69,625270000.0
ARTW,Art's-way Manufacturing Co Inc,Industrials,Farm & Heavy Construction Machinery,,,-88.52,23.95,0.0,3.1,1.49,23.94,47.93,1.06,-23.02,1.0,553650.0,0.06,3.21,-,7.0,16700000.0
ARVN,Arvinas Inc,Healthcare,Biotechnology,51.68,,407.54,1014.7299999999999,-0.79,1.14,8.04,8.08,-25.78,1.8,-42.87,2.31,803880.0,2.21,8.29,Aug 04/b,13.93,542050000.0
ARWR,Arrowhead Pharmaceuticals Inc,Healthcare,Biotechnology,,,-7.51,171.02,-0.48,-3.09,7.09,-18.75,16.71,1.3,-30.380000000000003,1.0,2150000.0,1.87,66.48,Aug 04/a,110.91,9390000000.0
ASAN,Asana Inc,Technology,Software - Application,,20.91,17.05,9.9,-0.16,3.5900000000000003,28.52,37.43,42.37,1.16,-38.57,2.71,5970000.0,2.37,9.51,Sep 03/a,10.08,2180000000.0
ASB,Associated Banc-Corp,Financial,Banks - Regional,10.37,8.92,-2.18,14.35,-1.12,2.23,4.17,1.58,21.06,0.81,-8.63,2.36,1950000.0,3.32,29.66,Jul 23/a,34.09,5600000000.0
ASH,Ashland Inc,Basic Materials,Specialty Chemicals,61.09,16.04,102.16000000000001,7.339999999999999,0.0,3.1,10.66,1.68,37.6,0.4,-11.74,1.69,792710.0,1.38,69.06,Jul 28/a,80.18,3160000000.0
ASO,Academy Sports and Outdoors Inc,Consumer Cyclical,Specialty Retail,8.05,6.84,17.1,2.97,-10.46,1.48,15.57,-6.81,-9.01,0.97,-22.67,2.23,1730000.0,2.3,48.29,Sep 09/b,59.65,2970000000.0
ASPI,ASP Isotopes Inc,Basic Materials,Specialty Chemicals,,,73.38,327.51,-5.21,-0.4699999999999999,18.62,-57.66,-30.43,3.66,-79.02,1.0,3900000.0,3.19,3.04,Jun 03,13.0,466060000.0
ASPN,Aspen Aerogels Inc,Basic Materials,Specialty Chemicals,,,-154.63,-36.11,0.0,5.59,12.09,-19.78,56.97,3.06,-45.76,2.2,1250000.0,0.67,5.07,Aug 06/b,7.94,420750000.0
ASST,Strive Inc,Financial,Asset Management,,54.96,-10.31,-19.2,0.15,15.960000000000003,23.38,102.63,193.27,13.24,-65.88,1.0,5900000.0,2.74,30.09,Aug 10/b,29.4,2870000000.0
ASTH,Astrana Health Inc,Healthcare,Medical Care Facilities,41.93,17.46,108.13999999999999,48.52,0.0,5.48,8.36,-12.28,42.1,1.04,-33.41,1.36,562130.0,2.56,34.36,Aug 06/a,51.67,1700000000.0
ATAI,AtaiBeckley Inc,Healthcare,Biotechnology,,,36.07,137.0,-0.21,11.11,6.35,81.03,105.88,1.54,-1.34,2.75,14360000.0,0.0,7.35,Aug 12,7.69,2730000000.0
ATEC,Alphatec Holdings Inc,Healthcare,Medical Devices,,16.7,40.0,15.07,0.63,-1.12,11.69,15.55,-19.97,0.78,-56.28999999999999,1.0,2520000.0,1.11,10.18,Aug 04/a,15.79,1570000000.0
ATEN,A10 Networks Inc,Technology,Software - Infrastructure,44.7,22.06,-18.53,15.5,-1.25,5.51,12.89,-21.38,18.86,1.12,-32.06,2.0,1310000.0,2.59,26.15,Aug 05/a,36.67,1900000000.0
ATKR,Atkore Inc,Industrials,Electrical Equipment & Parts,,14.88,-98.25,8.13,-1.21,4.08,3.41,16.2,66.09,1.69,-0.33,3.33,806530.0,1.79,94.32,Aug 03/b,93.5,3190000000.0
ATMU,Atmus Filtration Technologies Inc,Consumer Cyclical,Auto Parts,16.79,13.39,7.980000000000001,16.41,-4.84,4.14,4.71,-15.25,-22.32,1.2,-34.0,1.67,700830.0,5.0,43.89,Aug 07/b,65.2,3580000000.0
ATOM,Atomera Inc,Technology,Semiconductor Equipment & Materials,,,-0.37,,-8.27,14.81,17.67,-54.22,-5.5,2.05,-66.68,1.0,632990.0,0.87,4.12,Aug 04/a,10.0,160780000.0
ATRC,Atricure Inc,Healthcare,Medical Instruments & Supplies,268.36,138.78,241.25,12.83,-3.6799999999999997,4.46,8.48,101.73999999999998,100.14,1.24,-2.5,1.4,979790.0,8.85,58.1,Jul 23/a,53.33,2960000000.0
ATRO,Astronics Corp,Industrials,Aerospace & Defense,34.82,20.88,1986.9800000000002,27.01,0.0,-10.15,9.5,-18.43,20.4,1.25,-30.44,1.0,681890.0,3.01,65.71,Aug 11/a,100.5,2820000000.0
AUB,Atlantic Union Bankshares Corp,Financial,Banks - Regional,11.67,9.67,835.55,-2.5,0.05,0.8199999999999998,5.35,-0.33,14.219999999999999,0.79,-10.52,1.67,1140000.0,3.37,39.03,Jul 21/b,47.5,5570000000.0
AUGO,Aura Minerals Inc,Basic Materials,Gold,25.04,10.26,2271.56,76.42,-3.11,17.38,14.33,38.89,32.77,0.15,-20.01,1.2,1030000.0,1.47,88.25,Aug 05/a,99.62,7390000000.0
AURA,Aura Biosciences Inc,Healthcare,Biotechnology,,,-3.3099999999999996,,-16.19,41.92,9.16,1.58,-2.13,0.41,-32.46,1.0,683870.0,5.52,6.44,Aug 11/b,16.6,667860000.0
AUUD,Auddia Inc,Technology,Software - Application,,,96.86,,0.0,15.14,8.77,-24.64,-83.01,0.45,-94.7,1.0,3050000.0,0.09,1.04,-,3272.5,6040000.0
AVA,Avista Corp,Utilities,Utilities - Diversified,13.11,12.96,142.99,0.49,-0.76,4.57,5.24,-8.83,-8.32,0.21,-16.67,3.0,669180.0,2.85,36.25,Aug 03/b,40.25,3040000000.0
AVAH,Aveanna Healthcare Holdings Inc,Healthcare,Medical Care Facilities,11.12,15.07,39.56,13.73,-43.86,7.13,4.73,75.48,115.62,1.93,-7.07,1.64,2930000.0,2.23,13.67,Aug 13/b,14.6,2980000000.0
AVAT,Avalanche Treasury Corp,Financial,Asset Management,,,-2268.12,,0.0,41.34,1.2,26.36,-89.73,1.66,-89.9,,591550.0,3.72,1.08,Aug 26/a,,47220000.0
AVAV,AeroVironment Inc,Industrials,Aerospace & Defense,,35.32,92.92,5.68,-0.02,-0.95,11.3,-5.7,-24.32,1.34,-61.72,1.33,1960000.0,1.25,159.95,Sep 09/a,217.79,8130000000.000001
AVBP,ArriVent BioPharma Inc,Healthcare,Biotechnology,,,-16.83,,0.0,8.03,25.09,-8.95,26.419999999999998,1.38,-19.34,1.0,528640.0,2.34,28.9,Aug 12/a,44.91,1420000000.0
AVEX,AEVEX Corp,Industrials,Aerospace & Defense,20.71,23.75,,99.53,-4.34,39.29,19.16,-11.48,,,-61.74000000000001,1.44,1870000.0,1.18,16.2,Aug 12/a,33.62,1850000000.0
AVNT,Avient Corp,Basic Materials,Specialty Chemicals,21.84,11.43,22.25,5.83,0.0,2.46,4.28,7.17,25.97,1.3,-13.459999999999999,1.56,867530.0,1.22,40.36,Aug 06/b,50.75,3700000000.0
AVO,Mission Produce Inc,Consumer Defensive,Food Distribution,376.09,16.54,-137.94,25.8,10.3,18.63,9.31,12.27,2.87,0.44,-16.93,1.0,959530.0,1.78,12.9,Sep 08/a,16.5,1130000000.0
AVPT,AvePoint Inc,Technology,Software - Infrastructure,41.77,26.61,957.63,22.03,-0.17,5.34,7.52,26.71,26.340000000000003,1.17,-17.72,1.57,2110000.0,1.67,13.19,Aug 06/a,16.72,2790000000.0
AVR,Anteris Technologies Global Corp,Healthcare,Medical Devices,,,48.26,63.27,-15.629999999999999,-2.2,8.58,-16.56,38.54,1.82,-26.19,1.5,1020000.0,1.77,8.16,Aug 10/a,13.8,795260000.0
AVT,Avnet Inc,Technology,Electronics & Computer Distribution,24.09,7.42,1987.43,47.66,-9.57,0.18,9.82,5.08,60.309999999999995,1.09,-3.88,2.43,1220000.0,2.2,96.12,Aug 05/b,106.25,7890000000.0
AVTX,Avalo Therapeutics Inc,Healthcare,Biotechnology,,,56.50999999999999,,-6.64,118.26999999999998,25.77,12.72,16.53,0.69,-31.730000000000004,1.0,1220000.0,2.64,16.57,Aug 06/b,45.2,888650000.0
AVXL,Anavex Life Sciences Corp,Healthcare,Biotechnology,,,154.29,,0.0,-3.32,15.25,-11.36,-42.38,1.16,-76.69,1.0,1050000.0,0.88,2.42,Aug 25/b,20.0,224330000.0
AXGN,Axogen Inc,Healthcare,Medical Devices,,64.62,-334.71,23.06,-8.67,5.7,6.66,-1.36,41.94,1.16,-16.41,1.27,1240000.0,0.91,44.23,Jul 29/b,53.9,2600000000.0
AXTA,Axalta Coating Systems Ltd,Basic Materials,Specialty Chemicals,19.84,11.22,-16.98,3.1400000000000006,0.0,0.26,4.46,-7.42,23.37,1.26,-16.6,2.22,1710000.0,1.75,32.2,Jul 28/b,39.33,6890000000.0
AXTI,AXT Inc,Technology,Semiconductor Equipment & Materials,3765.05,31.6,208.25,164.77,-9.08,27.12,14.63,-17.19,20.55,1.88,-51.080000000000005,1.33,10240000.0,1.64,70.03,Jul 30/a,95.03,4590000000.0
AZIO,Azio AI Holdings Inc,Technology,Software - Infrastructure,,,77.01,154.33,0.0,7.73,7.34,-4.83,-31.34,0.9,-71.89,1.0,597500.0,0.29,1.38,-,0.7,22730000.0
AZTA,Azenta Inc,Healthcare,Medical Instruments & Supplies,,56.34,104.69999999999999,11.97,2.11,-7.090000000000001,12.46,42.6,61.12,1.53,-20.35,2.0,720930.0,1.98,33.24,Aug 04/a,34.8,1460000000.0
BAH,Booz Allen Hamilton Holding Corp,Industrials,Consulting Services,12.1,11.43,-24.54,-4.24,-0.03,0.5,6.24,16.14,-4.65,0.35,-29.359999999999996,2.94,2180000.0,0.91,77.07,Jul 24/b,85.15,9270000000.0
BANC,Banc of California Inc,Financial,Banks - Regional,,8.72,-1485.65,-60.17,-2.02,3.15,6.5,-8.81,8.92,0.77,-16.46,1.58,2990000.0,2.08,18.32,Jul 29/b,22.08,2900000000.0
BAND,Bandwidth Inc,Technology,Software - Infrastructure,,26.18,56.67,22.16,-9.25,26.890000000000004,14.97,-2.26,225.96000000000004,3.04,-36.48,1.67,1100000.0,1.15,50.23,Jul 29/b,68.6,1620000000.0
BATL,Battalion Oil Corp,Energy,Oil & Gas E&P,,,262.62,12.689999999999998,-50.59,2.25,6.33,0.0,-90.78,0.44,-95.96,3.0,10660000.0,0.33,1.2,Aug 12/a,18.6,68740000.0
BATRK,Atlanta Braves Holdings Inc,Communication Services,Entertainment,,,-140.5,-2.34,-0.19,,7.17,0.38,19.1,0.84,-7.139999999999999,2.0,563120.0,0.9,50.57,Aug 05/b,67.0,3250000000.0
BBAI,BigBear.ai Holdings Inc,Technology,Information Technology Services,,,92.47,13.170000000000002,-0.43,-0.07,30.7,-28.57,-24.93,3.25,-70.18,2.33,22900000.0,0.89,2.8,Jul 30/a,4.33,1340000000.0
BBDC,Barings BDC Inc,Financial,Asset Management,10.53,8.65,-10.39,43.22,1.56,,2.07,5.43,4.3,0.71,-8.34,1.83,712570.0,0.84,8.74,Aug 05/a,9.96,915140000.0
BBNX,Beta Bionics Inc,Healthcare,Medical Devices,,,-35.38,37.76,-1.9,-4.32,25.12,57.71000000000001,102.69,3.29,-33.08,1.67,1290000.0,1.52,21.89,Jul 29/a,22.4,1150000000.0
BBT,Beacon Financial Corp,Financial,Banks - Regional,22.33,9.28,16.29,83.94,0.0,-0.58,4.85,4.16,6.72,0.58,-6.09,2.14,849070.0,2.15,30.83,Jul 29/a,34.83,2580000000.0
BBW,Build A Bear Workshop Inc,Consumer Cyclical,Specialty Retail,6.06,6.41,-25.129999999999995,-7.21,-1.48,0.07,23.31,-24.5,-40.13,1.05,-67.23,1.0,562310.0,1.33,24.44,Aug 27/b,43.0,301080000.0
BBWI,Bath & Body Works Inc,Consumer Cyclical,Specialty Retail,4.52,6.29,92.61,-2.26,0.0,0.02,8.7,-15.370000000000001,-14.41,1.39,-36.5,2.48,5900000.0,1.48,17.4,Aug 26/b,22.07,3510000000.0
BC,Brunswick Corp,Consumer Cyclical,Recreational Vehicles,,12.5,86.57,7.66,-2.91,0.9399999999999998,7.47,-19.17,-5.1,1.37,-25.15,2.14,716950.0,1.54,67.55,Jul 30/b,90.94,4380000000.0
BCAT,BlackRock Capital Allocation Term Trust,Financial,Closed-End Fund - Equity,,,,,,,1.3,-9.58,-1.78,0.77,-11.48,,785250.0,1.65,14.34,-,,1520000000.0
BCAX,Bicara Therapeutics Inc,Healthcare,Biotechnology,,,-62.5,,-1.02,3.72,24.92,-2.54,20.49,-0.79,-26.94,1.29,728720.0,1.28,22.64,Aug 11/b,33.92,1500000000.0
BCDA,BioCardia Inc,Healthcare,Biotechnology,,,67.06,,1.81,9.98,17.46,20.94,-2.5,0.6,-35.0,1.0,515809.99999999994,0.33,1.17,Aug 12/a,15.5,17710000.0
BCO,Brink's Co,Industrials,Security & Protection Services,24.55,10.25,3.8,7.06,0.0,11.97,11.87,8.65,5.58,0.96,-22.18,1.0,503890.0,2.67,106.12,Aug 05/b,150.5,4370000000.0
BCRX,Biocryst Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,,15.0,1180.09,33.61,-0.34,4.81,15.5,-3.45,-11.52,0.54,-22.64,1.36,4560000.0,2.8,8.68,Aug 05/b,20.64,2220000000.0
BDC,Belden Inc,Technology,Communication Equipment,18.02,11.13,14.400000000000002,11.63,-0.57,2.64,8.8,-10.01,-2.94,1.12,-30.67,1.33,506170.0,1.21,110.92,Jul 30/b,156.2,4330000000.0
BDN,Brandywine Realty Trust,Real Estate,REIT - Office,,,64.61,6.92,0.4,1.87,6.93,-6.15,0.69,1.28,-37.3,3.8,1980000.0,1.98,2.9,Jul 22/a,3.0,507770000.0
BDTX,Black Diamond Therapeutics Inc,Healthcare,Biotechnology,,,7.1,,0.0,-5.74,13.25,18.07,-8.84,3.32,-60.31999999999999,1.38,1030000.0,1.15,1.96,Aug 05/a,10.0,112610000.0
BEAM,Beam Therapeutics Inc,Healthcare,Biotechnology,,,-17.25,-94.21,-4.7,0.9399999999999998,27.46,-26.919999999999998,-0.8699999999999999,2.2,-34.79,1.25,2150000.0,1.06,24.95,Aug 04/b,51.07,2580000000.0
BEEM,Beam Global,Technology,Solar,,,49.02,21.02,0.0,2.44,8.38,-3.65,-9.59,1.47,-67.33,1.67,1150000.0,0.28,1.32,Aug 19/a,2.5,29880000.0
BEPC,Brookfield Renewable Corp,Utilities,Utilities - Renewable,,,45.8,12.990000000000002,0.0,-14.6,8.22,-20.02,-25.86,1.14,-33.75,3.0,1710000.0,1.5,29.93,Jul 31,39.75,5560000000.0
BETA,BETA Technologies Inc,Industrials,Aerospace & Defense,,,-62.49,52.7,-0.54,4.12,7.72,29.81,32.28,,-47.09,1.0,1900000.0,13.63,20.9,Aug 12/b,32.0,4890000000.0
BETR,Better Home & Finance Holding Co,Financial,Mortgage Finance,,,31.33,17.19,1.63,13.61,48.77,-57.58,-58.4,1.74,-87.18,1.5,534560.0,0.87,12.06,Aug 06/a,25.71,229270000.0
BFAM,Bright Horizons Family Solutions Inc,Consumer Cyclical,Personal Services,20.77,11.15,-17.28,6.509999999999999,-1.54,-2.29,5.39,2.1,-14.790000000000001,1.17,-41.58,2.27,850630.0,2.81,65.67,Jul 30/a,89.44,3190000000.0
BFH,Bread Financial Holdings Inc,Financial,Credit Services,8.48,7.98,20.14,3.66,-2.26,-9.33,8.3,5.98,47.58,1.13,-5.24,2.06,581640.0,2.36,108.53,Jul 23/b,117.69,4170000000.0
BFLY,Butterfly Network Inc,Healthcare,Medical Devices,,,11.49,39.47,-19.87,20.37,15.76,-11.46,98.49,2.06,-21.59,1.0,8109999.999999999,0.68,7.88,Jul 30/b,10.5,2140000000.0000002
BFRI,Biofrontera Inc,Healthcare,Drug Manufacturers - Specialty & Generic,,6.6,91.8,32.92,0.0,2.02,1.99,33.74,54.28000000000001,0.86,-20.48,1.0,558550.0,0.68,1.32,Aug 13/b,6.0,19610000.0
BGC,BGC Group Inc,Financial,Capital Markets,30.64,7.76,159.46,14.760000000000002,0.0,-16.88,3.48,1.41,27.29,0.98,-5.16,1.0,3180000.0,2.61,12.22,Jul 30/b,15.5,5810000000.0
BGS,B&G Foods Inc,Consumer Defensive,Packaged Foods,,5.58,59.89,-9.7,0.13,-5.08,17.42,-25.96,-41.82,0.54,-54.86,3.4,2120000.0,2.63,2.88,Aug 11/a,4.2,234070000.0
BHF,Brighthouse Financial Inc,Financial,Insurance - Life,3.99,2.33,1490.47,86.22,0.0,-1.35,11.37,-21.03,-16.13,0.83,-25.22,3.4,817240.0,1.58,49.95,Aug 05/a,64.0,2870000000.0
BHR,Braemar Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,,,95.64,-4.5,0.0,-0.73,3.41,-13.94,-25.420000000000005,0.82,-43.89,3.0,549110.0,1.99,1.79,Aug 05/a,2.5,122940000.0
BHVN,Biohaven Ltd,Healthcare,Biotechnology,,,52.910000000000004,,0.0,-5.82,14.78,0.37,52.01,3.19,-26.640000000000004,1.71,3000000.0,2.15,13.62,Aug 10/a,23.08,2060000000.0
BIAF,BioAffinity Technologies Inc,Healthcare,Diagnostics & Research,,,87.3,18.99,0.0,,7.45,-24.91,-78.83,-1.43,-91.38,1.0,2950000.0,3.52,9.43,Aug 07/b,2700.0,11000000.0
BILL,BILL Holdings Inc,Technology,Software - Application,,10.81,-175.47,13.780000000000001,-2.7,-7.090000000000001,15.41,46.5,16.39,1.12,-16.85,1.8,2310000.0,1.89,47.57,Aug 19/a,57.48,4059999999.9999995
BIOA,BioAge Labs Inc,Healthcare,Drug Manufacturers - Specialty & Generic,,,3.2400000000000007,1.6200000000000003,-0.4699999999999999,9.71,8.8,-61.19,-61.69,1.03,-68.95,1.44,880120.0,1.71,8.06,Aug 05/a,35.62,369930000.0
BIPC,Brookfield Infrastructure Corp,Utilities,Utilities - Regulated Gas,,17.84,83.1,8.55,0.0,3.66,7.82,-8.13,-12.21,1.31,-29.64,5.0,1090000.0,1.43,36.39,Jul 30/b,50.0,4950000000.0
BIRD,Smartbird Inc,Technology,Software - Infrastructure,,,27.229999999999997,-93.05,-2.52,1.03,19.09,-55.94,-17.55,2.62,-89.18,3.0,1010000.0,0.73,2.3,Aug 12,8.0,27160000.0
BIVI,BioVie Inc,Healthcare,Biotechnology,,,58.93000000000001,,5.72,7.739999999999999,10.92,-8.52,10.27,0.72,-57.52,1.0,4670000.0,0.09,1.61,-,5.51,13740000.0
BJRI,BJ's Restaurant Inc,Consumer Cyclical,Restaurants,31.78,21.76,-11.28,6.370000000000001,-6.94,-1.04,9.38,9.15,69.44,1.33,-20.19,2.2,521470.0,1.47,59.54,Jul 30/a,74.5,1270000000.0
BKD,Brookdale Senior Living Inc,Healthcare,Medical Care Facilities,,66.7,152.05,-11.61,0.0,5.84,18.82,-16.12,-19.02,0.52,-33.0,1.17,5070000.0,1.46,11.45,Aug 10/a,19.25,2730000000.0
BKH,Black Hills Corp,Utilities,Utilities - Regulated Gas,17.76,15.39,32.17,3.1400000000000006,-1.03,2.55,13.67,-3.16,-0.66,0.66,-10.47,1.5,807520.0,2.54,70.45,Aug 05/a,85.67,5370000000.0
BKKT,Bakkt Inc,Technology,Software - Infrastructure,,,189.82,-70.56,6.64,8.3,22.35,-6.619999999999999,-4.33,6.07,-82.71,1.0,1260000.0,3.03,8.61,Aug 10/a,12.5,388050000.0
BKSY,BlackSky Technology Inc,Industrials,Specialty Business Services,,,57.31,50.080000000000005,-2.68,24.64,19.4,-25.25,-15.45,2.69,-59.02,1.29,1180000.0,1.65,21.67,Aug 06/b,38.71,886840000.0
BKU,BankUnited Inc,Financial,Banks - Regional,12.3,10.03,6.67,-5.42,-1.18,-0.62,4.06,-5.83,3.42,1.19,-14.09,2.55,969730.0,1.84,44.77,Jul 22/b,50.18,3190000000.0
BKV,BKV Corp,Energy,Oil & Gas E&P,8.26,12.42,-45.16,45.28,-0.26,6.61,16.45,-6.4399999999999995,-20.77,1.09,-29.99,1.08,1360000.0,2.06,22.97,Aug 06/b,33.58,2510000000.0
BL,BlackLine Inc,Technology,Software - Application,50.24,10.12,104.71,9.18,-0.65,-8.74,12.59,5.12,-26.950000000000003,0.73,-52.76,2.69,1050000.0,1.47,28.14,Aug 04/a,38.8,1640000000.0
BLBD,Blue Bird Corp,Industrials,Farm & Heavy Construction Machinery,7.34,12.78,371.03,29.94,-0.73,-3.37,12.7,-18.33,9.57,1.35,-27.529999999999998,1.12,532360.0,1.7,60.43,Aug 05/a,90.14,1910000000.0
BLDR,Builders Firstsource Inc,Industrials,Building Products & Equipment,63.21,13.07,-102.18,-8.77,-0.13,-0.06,7.55,-27.88,-31.209999999999997,1.45,-55.84,2.26,2290000.0,11.82,58.12,Jul 30/b,80.95,6250000000.0
BLFS,Biolife Solutions Inc,Healthcare,Medical Instruments & Supplies,37.94,117.6,376.1,11.98,-41.96,-6.07,8.31,40.9,87.86,1.83,-3.7000000000000006,3.0,1140000.0,0.9,36.69,Aug 06/a,31.12,1790000000.0
BLKB,Blackbaud Inc,Technology,Software - Application,13.37,7.18,46.3,3.3000000000000003,-0.45000000000000007,9.45,10.63,58.47,-3.25,1.04,-39.4,2.33,692230.0,2.41,42.85,Jul 29/b,51.5,1940000000.0
BLLN,Billiontoone Inc,Healthcare,Diagnostics & Research,171.92,101.72,2789.09,64.4,-1.49,4.71,9.8,0.73,43.14,,-29.59,1.44,700390.0,2.77,105.92,Aug 05/a,119.75,5000000000.0
BLMN,Bloomin Brands Inc,Consumer Cyclical,Restaurants,24.05,7.55,30.329999999999995,1.34,0.0,6.709999999999999,10.11,0.12,33.83,1.26,-36.1,2.73,2110000.0,1.64,8.07,Aug 05/b,11.76,690960000.0
BLND,Blend Labs Inc,Technology,Software - Application,,25.5,37.18,7.339999999999999,11.95,-8.32,7.51,-27.88,-28.309999999999995,1.06,-72.89,1.33,2340000.0,2.7,1.19,Aug 06/a,2.96,281450000.0
BLZE,Backblaze Inc,Technology,Software - Infrastructure,,60.61,34.4,17.67,-0.45000000000000007,11.72,7.19,60.68,260.55,1.57,-45.14,1.29,3590000.0,0.61,13.16,Aug 03/a,22.83,814600000.0
BMBL,Bumble Inc,Communication Services,Internet Content & Information,,2.97,65.75,-15.190000000000001,-54.02,1.6500000000000001,16.14,-5.74,-25.4,1.87,-61.89,2.92,2990000.0,1.11,2.79,Aug 05/a,3.49,368190000.0
BMEA,Biomea Fusion Inc,Healthcare,Biotechnology,,,77.45,,0.0,1.47,17.68,55.08,67.89,-0.33,-38.8,1.5,1260000.0,1.3,1.83,Aug 05/a,6.71,132650000.0
BNC,CEA Industries Inc,Industrials,Farm & Heavy Construction Machinery,3.27,,96.82,-4.56,0.0,-1.7500000000000002,2.71,165.78,87.46,0.5,-59.61,1.0,1770000.0,3.57,5.98,Sep 11/a,29.0,246220000.0
BNGO,Bionano Genomics Inc,Healthcare,Medical Instruments & Supplies,,,67.74,21.36,1.16,-1.36,11.04,51.74999999999999,54.459999999999994,1.63,-22.42,1.0,836580.0,1.43,1.73,Aug 10/a,4.0,20370000.0
BNL,Broadstone Net Lease Inc,Real Estate,REIT - Diversified,25.62,25.06,95.71,8.14,0.45999999999999996,6.05,10.25,-6.709999999999999,-0.83,0.93,-16.88,1.73,2089999.9999999998,2.59,19.2,Jul 29/a,23.7,3680000000.0
BOBS,Bob's Discount Furniture Inc,Consumer Cyclical,Specialty Retail,14.51,14.05,63.74999999999999,8.79,0.02,1.7500000000000002,15.96,10.48,10.48,,-36.74,1.38,959770.0,3.94,14.86,Aug 06/b,22.92,1940000000.0
BOLD,Boundless Bio Inc,Healthcare,Biotechnology,,,-50.51,,5.53,-2.92,4.65,96.5,144.35,0.42,-11.18,3.0,1280000.0,0.27,2.81,Aug 17,4.0,63920000.0
BOOT,Boot Barn Holdings Inc,Consumer Cyclical,Apparel Retail,15.55,12.19,31.920000000000005,17.75,-0.1,1.7399999999999998,10.27,-29.45,-24.31,1.76,-41.54,1.29,695640.0,1.41,122.92,Jul 29/a,221.5,3720000000.0
BOX,Box Inc,Technology,Software - Infrastructure,48.67,19.42,75.37,9.23,-4.14,-1.27,12.85,35.75,41.32,0.72,-7.21,2.58,2840000.0,1.7,33.72,Aug 25/a,38.71,4630000000.0
BOXL,Boxlight Corp,Technology,Consumer Electronics,,,100.61,-15.990000000000002,-0.14,0.37,8.38,23.33,-33.63,0.92,-98.79,3.0,1740000.0,0.04,4.42,Aug 12/a,225.0,2950000.0
BRBR,Bellring Brands Inc,Consumer Defensive,Packaged Foods,6.32,6.8,78.73,4.18,0.27,6.39,10.17,-5.07,-48.21,0.41,-75.91,1.94,4560000.0,1.0,8.98,Aug 04/b,14.71,1040000000.0
BRBS,Blue Ridge Bankshares Inc (VA),Financial,Banks - Regional,42.52,,-200.0,-19.56,0.0,-1.12,2.95,17.91,16.17,0.67,-5.84,,830870.0,3.18,3.95,Apr 23/a,,349070000.0
BRKR,Bruker Corp,Healthcare,Medical Devices,,25.63,-924.3500000000001,5.15,-0.04,4.15,10.82,7.2700000000000005,82.55,1.23,-5.99,2.13,2230000.0,1.27,61.39,Aug 04/b,59.23,9350000000.0
BROS,Dutch Bros Inc,Consumer Cyclical,Restaurants,56.43,31.67,37.32,32.48,-33.57,-1.83,13.33,-43.4,-21.4,2.31,-45.92,1.24,3730000.0,1.78,40.03,Aug 05/a,77.04,6990000000.0
BRR,ProCap Financial Inc,Financial,Capital Markets,,,-80744.44,,-0.31,-13.63,2.83,155.78,34.77,0.86,-64.43,,1030000.0,13.18,3.76,-,,332270000.0
BRSP,BrightSpire Capital Inc,Real Estate,REIT - Mortgage,,6.32,19.53,-3.1,0.0,-6.529999999999999,3.19,-25.09,-26.02,1.39,-32.68,2.0,1600000.0,2.49,4.15,Jul 28/a,6.32,525080000.00000006
BRUN,Boost Run Inc,Technology,Software - Infrastructure,,37.14,-2453.81,,-1.45,245.8,11.71,-52.94,56.99999999999999,3.87,-58.879999999999995,1.0,2029999.9999999998,2.77,17.27,Aug 14/b,42.2,1450000000.0
BRX,Brixmor Property Group Inc,Real Estate,REIT - Retail,20.0,27.65,-14.16,4.33,-0.22999999999999998,0.4099999999999999,5.94,-9.32,-4.98,0.95,-14.7,1.35,2480000.0,1.96,28.03,Jul 27/a,35.59,8600000000.0
BRZE,Braze Inc,Technology,Software - Application,,25.01,35.11,26.16,-1.26,9.46,11.21,21.78,27.169999999999998,0.91,-34.55,1.09,2620000.0,0.88,24.43,Sep 08/a,37.3,2770000000.0
BSIN,Big Sky Industrial Inc,Energy,Oil & Gas E&P,,19.63,76.54,5.23,0.09,6.909999999999999,2.6,53.92,53.92,0.89,-5.99,1.0,1530000.0,0.23,1.57,Aug 11/b,2.75,82410000.0
BSY,Bentley Systems Inc,Technology,Software - Application,35.91,20.75,14.85,12.8,0.0,1.51,10.91,10.89,-14.01,1.0,-43.09,1.6,2810000.0,3.37,32.58,Aug 06/b,44.07,9840000000.0
